1.7599    1.0334
1.7541    1.0796
1.7512    1.1287
1.7513    1.1805
1.7543    1.2351
1.7603    1.2924
1.7693    1.3526
1.7813    1.4155
1.7961    1.4812
1.8140    1.5497
1.8348    1.6209
1.8586    1.6950
1.8854    1.7718
1.9151    1.8513
1.9477    1.9337
1.9834    2.0188
2.0220    2.1067
2.0635    2.1974
2.1080    2.2909
1.8465    1.0224
1.8361    1.0634
1.8288    1.1072
1.8246    1.1537
1.8235    1.2030
1.8255    1.2551
1.8305    1.3099
1.8387    1.3675
1.8500    1.4279
1.8644    1.4910
1.8818    1.5570
1.9024    1.6256
1.9261    1.6971
1.9528    1.7713
1.9827    1.8483
2.0157    1.9281
2.0517    2.0106
2.0909    2.0959
2.1332    2.1840
2.1785    2.2748
1.9277    1.0600
1.9159    1.0979
1.9072    1.1387
1.9018    1.1822
1.8996    1.2284
1.9005    1.2775
1.9047    1.3293
1.9121    1.3838
1.9227    1.4411
1.9365    1.5012
1.9535    1.5641
1.9737    1.6297
1.9971    1.6981
2.0237    1.7693
2.0535    1.8432
2.0866    1.9199
2.1228    1.9993
2.1622    2.0816
2.2049    2.1665
2.2507    2.2543
2.0122    1.1025
1.9991    1.1369
1.9893    1.1741
1.9828    1.2140
1.9796    1.2567
1.9796    1.3022
1.9829    1.3505
1.9895    1.4015
1.9994    1.4553
2.0126    1.5118
2.0290    1.5711
2.0487    1.6332
2.0717    1.6980
2.0980    1.7656
2.1275    1.8360
2.1604    1.9091
2.1965    1.9850
2.2359    2.0637
2.2786    2.1452
2.3245    2.2294
2.1000    1.1500
2.0859    1.1803
2.0751    1.2134
2.0676    1.2493
2.0634    1.2880
2.0626    1.3294
2.0651    1.3735
2.0709    1.4205
2.0801    1.4702
2.0925    1.5227
2.1083    1.5780
2.1274    1.6360
2.1499    1.6968
2.1756    1.7604
2.2047    1.8267
2.2371    1.8958
2.2729    1.9677
2.3119    2.0424
2.3543    2.1198
2.4000    2.2000
